CustomerID,Recency,Frequency,Monetary,Cluster
12854.0,79,3,1324.5,0
12855.0,373,1,38.1,1
12856.0,8,6,2179.93,0
12857.0,211,2,1106.4,1
12863.0,52,1,521.2,0
12864.0,138,1,147.12,0
12865.0,26,2,1568.23,0
12866.0,283,1,559.12,1
12867.0,26,7,4036.82,0
12868.0,186,6,1607.0600000000002,1
12871.0,84,2,380.64,0
12872.0,327,2,599.97,1
12873.0,282,1,374.0,1
12875.0,143,2,343.2300000000001,0
12876.0,58,2,2218.02,0
12877.0,4,12,1535.77,0
12878.0,236,2,854.99,1
12879.0,45,3,573.22,0
12881.0,276,1,298.0,1
12882.0,9,2,1463.04,0
12883.0,25,4,703.47,0
12884.0,88,1,309.05,0
12885.0,63,3,1175.22,0
12886.0,68,2,1378.4,0
12888.0,214,2,354.12,1
12890.0,24,1,380.46999999999997,0
12891.0,186,3,331.0,1
12893.0,31,1,188.14,0
12895.0,42,2,372.8,0
12897.0,205,2,216.5,1
12901.0,9,28,17654.54,3
12902.0,265,1,138.68,1
12904.0,18,2,509.58,0
12906.0,12,5,2919.81,0
12908.0,176,2,750.0,1
12909.0,40,5,2178.67,0
12910.0,23,8,3075.04,0
12912.0,3,5,1662.3,0
12913.0,5,5,2483.63,0
12915.0,149,2,363.65,1
12916.0,139,4,3006.15,0
12917.0,128,1,594.0,0
12919.0,8,6,1335.19,0
12920.0,17,1,164.23,0
12921.0,9,37,16587.09,3
12922.0,161,1,405.38,1
12923.0,64,1,176.97,0
12924.0,88,4,933.7,0
12925.0,5,2,694.05,0
12928.0,35,5,2062.7000000000003,0
12929.0,312,1,117.85,1
12930.0,78,2,415.8,0
12931.0,22,15,42055.96,3
12933.0,24,3,607.53,0
12935.0,2,7,2160.7,0
12936.0,17,4,1063.9,0
12937.0,15,4,1504.27,0
12938.0,26,1,114.14,0
12939.0,64,8,11581.8,0
12940.0,55,2,913.54,0
12942.0,131,3,683.9,0
12944.0,36,2,604.51,0
12945.0,288,1,462.95,1
12947.0,144,6,1603.99,0
12948.0,16,7,2064.95,0
12949.0,31,8,4167.22,0
12950.0,2,3,1843.0,0
12951.0,9,6,1064.07,0
12952.0,6,4,1387.79,0
12953.0,10,1,329.85,0
12955.0,1,11,4757.16,0
12956.0,306,1,108.07,1
12957.0,10,8,4017.54,0
12962.0,7,2,266.39,0
12963.0,8,8,1856.63,0
12965.0,89,1,771.91,0
12966.0,10,1,160.18,0
12967.0,358,2,1660.9,1
12968.0,112,1,135.95,0
12970.0,7,4,452.24,0
12971.0,4,86,11189.91,3
12974.0,198,1,144.8,1
12976.0,212,1,738.6,1
12977.0,156,1,39.239999999999995,1
12980.0,158,9,7374.900000000001,0
12981.0,30,2,372.21999999999997,0
12982.0,243,1,390.54,1
12984.0,19,1,97.5,0
12985.0,1,2,1239.38,0
12987.0,74,2,558.7,0
12988.0,292,1,535.32,1
12989.0,3,15,6924.110000000001,3
12990.0,31,3,409.5,0
12991.0,23,2,503.76,0
12993.0,23,4,414.76,0
12994.0,4,3,974.4200000000001,0
12995.0,85,1,211.32,0
12997.0,22,4,1226.89,0
12999.0,196,3,455.88,1
13000.0,107,3,534.85,0
13001.0,4,13,9818.82,3
13002.0,318,1,120.94999999999999,1
13003.0,106,3,149.05,0
13004.0,12,18,5655.91,3
13005.0,174,2,513.7,1
13006.0,56,1,81.57,0
13008.0,323,1,229.46999999999997,1
13011.0,372,1,50.550000000000004,1
13012.0,9,8,1661.8400000000001,0
13013.0,1,13,4810.9400000000005,0
13014.0,11,10,3466.2799999999997,0
13015.0,53,5,3346.28,0
13016.0,73,3,789.89,0
13017.0,7,1,204.0,0
13018.0,16,28,7277.7,3
13021.0,4,9,2616.38,0
13023.0,64,2,689.9,0
13026.0,1,5,975.36,0
13027.0,114,6,6912.0,0
13028.0,23,2,661.3199999999999,0
13029.0,31,3,1247.5,0
13030.0,11,2,799.48,0
13032.0,52,2,1010.18,0
13033.0,357,1,190.55,1
13034.0,55,2,642.77,0
13035.0,74,2,921.88,0
13037.0,138,3,881.07,0
13038.0,80,3,908.46,0
13040.0,9,2,676.99,0
13043.0,273,1,516.42,1
13044.0,291,1,560.47,1
13045.0,99,1,305.28000000000003,0
13046.0,31,2,629.31,0
13047.0,32,10,3237.54,0
13048.0,14,4,1835.91,0
13049.0,64,2,656.6800000000001,0
13050.0,15,17,5836.86,3
13052.0,212,1,348.15000000000003,1
13055.0,78,3,1214.41,0
13058.0,25,3,271.40000000000003,0
13059.0,250,1,183.4,1
13060.0,254,1,307.53,1
13061.0,72,1,248.61,0
13062.0,191,1,346.98,1
13064.0,13,4,1119.49,0
13065.0,373,1,205.86,1
13066.0,24,2,470.8,0
13067.0,82,1,115.46000000000001,0
13068.0,10,2,344.0,0
13069.0,1,24,4436.12,3
13070.0,192,1,228.8,1
13072.0,267,1,177.15,1
13075.0,130,1,919.61,0
13077.0,1,4,729.27,0
13078.0,3,26,12627.94,3
13079.0,4,5,220.10000000000002,0
13080.0,179,1,58.08,1
13081.0,12,11,28337.38,3
13082.0,126,9,3613.63,0
13083.0,4,2,303.75,0
13085.0,158,2,416.08000000000004,1
13089.0,3,97,58825.83,2
13090.0,9,14,8910.82,3
13091.0,28,1,345.82,0
13092.0,71,5,477.83,0
13093.0,276,8,7832.47,1
13094.0,21,12,1927.3200000000002,0
13095.0,71,1,74.39999999999999,0
13097.0,33,10,6010.42,0
13098.0,1,28,28882.44,3
13099.0,99,1,207.35999999999999,0
13101.0,234,1,101.19,1
13102.0,1,24,6424.09,3
13103.0,40,1,243.94,0
13104.0,3,6,1098.48,0
13106.0,133,1,76.5,0
13107.0,44,4,1531.6200000000001,0
13108.0,373,1,350.06,1
13109.0,60,2,786.54,0
13110.0,31,7,1488.67,0
13113.0,1,24,12245.960000000001,3
13115.0,12,4,2294.78,0
13116.0,138,1,501.14,0
13117.0,22,8,984.91,0
13118.0,20,5,1197.81,0
13120.0,239,1,30.599999999999998,1
13121.0,269,1,283.73,1
13122.0,94,2,922.39,0
13124.0,90,3,3866.33,0
13126.0,5,8,2099.64,0
13127.0,78,1,259.17,0
13130.0,94,1,64.0,0
13131.0,23,3,1073.3,0
13132.0,262,1,77.3,1
13133.0,274,2,109.8,1
13134.0,86,4,1793.58,0
13135.0,197,1,3096.0,1
13136.0,56,5,2607.61,0
13137.0,11,8,3650.41,0
13138.0,22,6,962.39,0
13139.0,16,7,5064.94,0
13140.0,108,3,423.72,0
13141.0,85,5,2388.75,0
13142.0,19,1,307.09,0
13144.0,333,1,110.95,1
13145.0,40,4,618.52,0
13146.0,26,1,228.91,0
13147.0,10,4,712.8000000000001,0
13148.0,29,12,3707.12,0
13149.0,14,4,1676.06,0
13151.0,296,1,1257.8700000000001,1
13153.0,6,1,486.22,0
13155.0,33,4,971.76,0
13157.0,49,4,1741.22,0
13158.0,95,4,1201.06,0
13159.0,9,4,1437.85,0
13160.0,22,1,91.8,0
13161.0,313,1,112.75,1
13162.0,122,4,1688.29,0
13165.0,46,2,1021.48,0
13166.0,283,1,417.2,1
13167.0,19,4,791.33,0
13168.0,36,4,1319.19,0
13169.0,64,2,712.88,0
13170.0,27,1,116.00999999999999,0
13171.0,22,3,468.41,0
13173.0,4,2,353.65,0
13174.0,16,3,2817.03,0
13176.0,46,1,492.84,0
13177.0,65,1,282.45,0
13178.0,26,11,5725.47,0
13182.0,45,1,121.18,0
13183.0,8,9,3957.78,0
13184.0,15,10,1701.29,0
13185.0,268,1,71.4,1
13186.0,40,3,1575.89,0
13187.0,337,1,236.02,1
13188.0,11,1,114.60000000000001,0
13189.0,19,2,260.68,0
13192.0,95,2,911.94,0
13193.0,61,1,117.88,0
13194.0,136,1,60.7,0
13196.0,11,4,1797.78,0
13198.0,10,6,3401.2400000000002,0
13199.0,4,38,9817.12,3
13200.0,19,4,870.09,0
13203.0,10,4,869.46,0
13207.0,15,2,250.26000000000002,0
13208.0,59,6,1223.9,0
13209.0,30,8,5891.61,0
13210.0,94,1,353.48,0
13211.0,10,3,1197.42,0
13212.0,20,3,788.08,0
13213.0,57,5,1520.58,0
13216.0,268,1,333.74,1
13217.0,122,3,533.98,0
13218.0,127,1,62.63999999999999,0
13220.0,78,4,819.2900000000001,0
13221.0,240,2,847.41,1
13223.0,200,2,163.20000000000002,1
13224.0,60,2,2155.95,0
13225.0,3,7,6463.84,0
13226.0,273,1,108.21000000000001,1
13227.0,202,1,257.7,1
13228.0,81,1,358.0,0
13229.0,226,1,160.95,1
13230.0,4,14,2806.97,0
13232.0,13,7,1357.6,0
13233.0,74,2,605.12,0
13235.0,212,1,1031.07,1
13236.0,25,2,744.85,0
13238.0,17,4,700.73,0
13239.0,262,1,329.56,1
13240.0,96,4,663.65,0
13242.0,112,3,270.40000000000003,0
13243.0,203,1,600.07,1
13244.0,93,1,121.74000000000001,0
13245.0,51,1,430.5,0
13246.0,18,6,1987.3,0
13247.0,18,4,501.12,0
13248.0,125,2,465.68,0
13249.0,92,3,711.41,0
13253.0,157,2,1030.4,1
13255.0,9,2,399.51,0
13258.0,12,3,698.58,0
13259.0,62,1,292.32,0
13260.0,61,1,557.62,0
13261.0,269,2,944.1,1
13262.0,263,1,200.29,1
13263.0,1,35,7454.07,3
13265.0,53,5,2107.66,0
13266.0,11,12,3834.2599999999998,0
13267.0,3,19,4521.49,3
13268.0,18,11,3214.69,0
13269.0,1,15,5346.2300000000005,3
13270.0,366,1,590.0,1
13271.0,37,1,217.38,0
13272.0,31,2,276.56,0
13273.0,113,1,138.98,0
13276.0,64,2,590.9300000000001,0
13277.0,16,4,258.4,0
13278.0,41,1,542.73,0
13279.0,78,1,137.75,0
13280.0,122,3,814.86,0
13282.0,18,3,1132.14,0
13283.0,60,2,93.66,0
13284.0,331,1,201.19,1
13285.0,23,4,2709.12,0
13291.0,156,1,361.11,1
13292.0,39,2,578.9399999999999,0
13294.0,190,2,873.74,1
13295.0,360,1,201.20000000000002,1
13296.0,137,1,87.4,0
13297.0,8,4,2089.85,0
13298.0,1,1,360.0,0
13299.0,268,1,142.5,1
13300.0,169,1,371.89,1
13301.0,104,4,618.09,0
13302.0,155,1,63.75,1
13304.0,351,1,300.42,1
13305.0,4,10,2000.86,0
13307.0,120,1,15.0,0
13308.0,23,3,1385.51,0
13309.0,7,5,1456.79,0
13310.0,28,3,1132.03,0
13311.0,4,2,598.57,0
13313.0,22,5,1555.32,0
13314.0,2,3,775.94,0
13316.0,37,4,5977.7300000000005,0
13317.0,66,6,2273.68,0
13318.0,1,3,640.76,0
13319.0,5,26,10845.550000000001,3
13320.0,78,4,1548.7,0
13321.0,72,2,567.36,0
13322.0,17,1,199.48000000000002,0
13323.0,3,5,787.85,0
13324.0,36,10,7121.95,0
13325.0,82,1,675.3,0
13327.0,39,8,3627.77,0
13328.0,316,1,1308.48,1
13329.0,32,2,789.0,0
13330.0,93,3,1140.93,0
13332.0,14,1,350.9,0
13334.0,82,3,3536.82,0
13336.0,77,1,795.12,0
13338.0,158,1,487.02,1
13339.0,201,1,860.12,1
13340.0,45,7,10736.48,0
13341.0,261,1,775.85,1
13343.0,178,1,353.43,1
13344.0,68,3,2543.72,0
13345.0,288,1,389.5,1
13347.0,70,1,341.36,0
13348.0,64,1,233.76,0
13349.0,11,1,247.32,0
13350.0,16,2,979.12,0
13351.0,66,1,373.94,0
13352.0,60,1,397.97999999999996,0
13354.0,71,1,743.53,0
13355.0,122,1,674.7,0
13356.0,80,1,768.24,0
13357.0,257,1,609.95,1
13358.0,269,1,439.03,1
13359.0,64,1,439.56,0
13362.0,9,4,3090.7400000000002,0
13363.0,18,2,992.5,0
13364.0,71,1,134.95999999999998,0
13365.0,34,2,2225.37,0
13366.0,50,1,56.160000000000004,0
13368.0,257,2,623.4,1
13369.0,366,1,308.28000000000003,1
13370.0,372,1,754.87,1
13372.0,90,1,378.64,0
13373.0,61,3,3312.25,0
13375.0,89,1,778.65,0
13376.0,99,3,1019.76,0
13379.0,26,3,572.56,0
13381.0,32,6,3639.31,0
13382.0,281,1,222.99,1
13384.0,31,7,4151.93,0
13385.0,330,1,534.57,1
13388.0,131,2,677.1,0
13389.0,11,3,797.96,0
13390.0,75,1,544.08,0
13391.0,204,1,59.8,1
13394.0,2,8,2520.02,0
13395.0,185,1,307.72,1
13396.0,29,2,1360.99,0
13397.0,73,5,1544.13,0
13398.0,192,1,457.34,1
13402.0,127,2,621.23,0
13403.0,18,1,75.0,0
13404.0,1,2,252.49,0
13405.0,74,3,572.451,0
13408.0,2,62,28117.04,3
13410.0,24,5,1003.06,0
13411.0,107,1,213.55,0
13414.0,134,3,1390.5,0
13416.0,44,2,712.5,0
13417.0,5,2,640.83,0
13418.0,12,18,6127.43,3
13419.0,64,1,221.06,0
13420.0,150,2,159.85,1
13421.0,40,2,1851.08,0
13422.0,64,1,2626.3,0
13425.0,108,3,1624.21,0
13426.0,1,10,3641.32,0
13427.0,19,3,582.6,0
13428.0,10,1,218.47,0
13429.0,11,4,1006.8,0
13430.0,19,2,679.45,0
13431.0,67,2,1269.1,0
13434.0,74,2,534.24,0
13435.0,5,7,3809.8900000000003,0
13436.0,2,1,196.89,0
13437.0,14,7,3408.06,0
13439.0,255,1,283.71,1
13441.0,92,1,296.64,0
13447.0,23,3,1129.14,0
13448.0,17,6,3539.37,0
13449.0,24,1,291.88,0
13450.0,27,6,2043.7199999999998,0
13451.0,26,5,2976.15,0
13452.0,259,2,590.0,1
13453.0,166,2,356.97999999999996,1
13455.0,25,2,1058.34,0
13456.0,18,6,1766.72,0
13458.0,7,14,9646.57,3
13460.0,29,2,183.44,0
13461.0,39,3,1445.0,0
13462.0,253,1,151.5,1
13464.0,58,1,674.68,0
13466.0,184,1,307.9,1
13467.0,11,2,1083.71,0
13468.0,2,37,5704.97,3
13470.0,99,2,165.0,0
13471.0,1,4,2531.58,0
13473.0,61,2,422.64,0
13474.0,236,1,229.59,1
13475.0,191,4,1431.78,1
13476.0,179,2,1238.47,1
13477.0,38,6,1454.58,0
13479.0,201,2,300.95,1
13481.0,46,5,1804.56,0
13482.0,232,1,184.64,1
13483.0,66,1,140.34,0
13484.0,241,1,313.8,1
13485.0,233,1,454.24,1
13486.0,78,3,1122.41,0
13487.0,58,3,575.4,0
13488.0,17,13,8968.31,3
13489.0,105,4,449.52,0
13491.0,52,10,1215.82,0
13492.0,136,3,1269.84,0
13493.0,275,2,618.63,1
13494.0,312,1,316.26000000000005,1
13495.0,8,5,2044.8700000000001,0
13496.0,11,2,653.33,0
13497.0,283,2,348.05,1
13499.0,18,5,1159.11,0
13500.0,23,3,1166.77,0
13501.0,288,1,1340.32,1
13502.0,17,3,292.0,0
13503.0,71,1,216.85,0
13504.0,64,1,295.93,0
13505.0,73,4,4393.63,0
13506.0,316,2,458.52,1
13507.0,3,4,2479.16,0
13508.0,244,1,110.97,1
13509.0,9,7,979.72,0
13510.0,1,4,1791.56,0
13512.0,261,1,251.21,1
13513.0,127,1,205.1,0
13514.0,74,1,152.20000000000002,0
13515.0,73,4,891.12,0
